,category,score
0,airplane,0.65
1,airplane,0.64
2,airplane,0.64
3,airplane,0.66
4,airplane,0.66
5,airplane,0.67
6,airplane,0.67
7,airplane,0.73
8,airplane,0.72
9,airplane,0.74
10,airplane,0.73
11,airplane,0.73
12,airplane,0.67
13,airplane,0.72
14,airplane,0.72
15,airplane,0.73
16,airplane,0.76
17,airplane,0.81
18,airplane,0.8
19,airplane,0.76
20,airplane,0.79
21,airplane,0.76
22,airplane,0.8
23,airplane,0.79
24,airplane,0.81
25,airplane,0.8
26,airplane,0.81
27,airplane,0.83
28,airplane,0.65
29,airplane,0.7
30,airplane,0.55
31,airplane,0.66
32,airplane,0.73
33,airplane,0.66
34,None,0.0
35,car,0.54
36,suitcase,0.53
37,suitcase,0.52
38,airplane,0.53
39,None,0.0
40,None,0.0
41,None,0.0
42,None,0.0
43,airplane,0.51
44,airplane,0.56
45,airplane,0.61
46,airplane,0.66
47,None,0.0
48,None,0.0
49,airplane,0.58
50,None,0.0
51,airplane,0.65
52,airplane,0.64
53,airplane,0.59
54,kite,0.61
55,None,0.0
56,None,0.0
57,kite,0.53
58,None,0.0
59,None,0.0
60,None,0.0
61,None,0.0
62,None,0.0
63,None,0.0
64,None,0.0
65,None,0.0
66,None,0.0
67,airplane,0.58
68,chair,0.55
69,chair,0.55
70,None,0.0
71,traffic light,0.62
72,traffic light,0.63
73,traffic light,0.6
74,car,0.61
75,airplane,0.58
76,None,0.0
77,car,0.58
78,airplane,0.53
79,airplane,0.53
80,airplane,0.55
81,airplane,0.56
82,airplane,0.52
83,airplane,0.52
84,airplane,0.52
85,None,0.0
86,None,0.0
87,None,0.0
88,None,0.0
89,traffic light,0.52
90,kite,0.51
91,None,0.0
92,None,0.0
93,None,0.0
94,None,0.0
95,None,0.0
96,None,0.0
97,None,0.0
98,None,0.0
99,None,0.0
100,None,0.0
101,None,0.0
102,None,0.0
103,traffic light,0.57
104,None,0.0
105,kite,0.5
106,None,0.0
107,None,0.0
108,None,0.0
109,airplane,0.57
110,None,0.0
111,airplane,0.58
112,airplane,0.62
113,car,0.52
114,airplane,0.52
115,airplane,0.55
116,airplane,0.55
117,car,0.62
118,airplane,0.53
119,airplane,0.61
120,traffic light,0.69
121,traffic light,0.64
122,airplane,0.61
123,traffic light,0.57
124,traffic light,0.59
125,traffic light,0.55
126,None,0.0
127,None,0.0
128,car,0.51
129,car,0.64
130,None,0.0
131,None,0.0
132,None,0.0
133,traffic light,0.51
134,None,0.0
135,None,0.0
136,None,0.0
137,None,0.0
138,None,0.0
139,None,0.0
140,None,0.0
141,kite,0.5
142,airplane,0.78
143,airplane,0.63
144,airplane,0.52
145,None,0.0
146,airplane,0.55
147,None,0.0
148,airplane,0.64
149,airplane,0.5
150,None,0.0
151,airplane,0.63
152,None,0.0
153,None,0.0
154,airplane,0.55
155,airplane,0.57
156,suitcase,0.54
157,suitcase,0.58
158,suitcase,0.51
159,None,0.0
160,airplane,0.66
161,airplane,0.69
162,airplane,0.68
163,airplane,0.79
164,airplane,0.77
165,airplane,0.8
166,airplane,0.81
167,airplane,0.8
168,airplane,0.79
169,airplane,0.75
170,airplane,0.79
171,airplane,0.79
172,airplane,0.78
173,airplane,0.66
174,airplane,0.73
175,airplane,0.72
176,airplane,0.7
177,airplane,0.72
178,airplane,0.73
179,airplane,0.72
180,airplane,0.73
181,airplane,0.68
182,airplane,0.69
183,airplane,0.66
184,airplane,0.59
185,None,0.0
186,None,0.0
187,airplane,0.51
188,airplane,0.56
189,airplane,0.57
190,None,0.0
191,airplane,0.56
192,airplane,0.55
193,None,0.0
194,airplane,0.58
195,airplane,0.54
196,airplane,0.52
197,None,0.0
198,None,0.0
199,airplane,0.54
200,airplane,0.67
201,airplane,0.64
202,airplane,0.69
203,airplane,0.73
204,airplane,0.7
205,airplane,0.75
206,airplane,0.73
207,airplane,0.72
208,airplane,0.72
209,airplane,0.74
210,airplane,0.74
211,airplane,0.69
212,airplane,0.77
213,airplane,0.8
214,airplane,0.8
215,airplane,0.78
216,airplane,0.75
217,airplane,0.79
218,airplane,0.75
219,airplane,0.8
220,airplane,0.78
221,airplane,0.81
222,airplane,0.8
223,airplane,0.8
224,airplane,0.83
225,airplane,0.82
226,airplane,0.75
227,airplane,0.74
228,airplane,0.69
229,airplane,0.66
230,airplane,0.61
231,airplane,0.74
232,airplane,0.54
233,None,0.0
234,suitcase,0.55
235,None,0.0
236,suitcase,0.56
237,suitcase,0.5
238,None,0.0
239,airplane,0.65
240,airplane,0.51
241,None,0.0
242,airplane,0.64
243,None,0.0
244,airplane,0.56
245,None,0.0
246,airplane,0.54
247,None,0.0
248,None,0.0
249,None,0.0
250,None,0.0
251,None,0.0
252,None,0.0
253,airplane,0.69
254,airplane,0.64
255,kite,0.55
256,airplane,0.52
257,None,0.0
258,None,0.0
259,None,0.0
260,None,0.0
261,None,0.0
262,None,0.0
263,None,0.0
264,car,0.61
265,None,0.0
266,car,0.51
267,car,0.55
268,traffic light,0.5
269,None,0.0
270,traffic light,0.56
271,traffic light,0.56
272,car,0.67
273,airplane,0.6
274,car,0.57
275,None,0.0
276,traffic light,0.54
277,airplane,0.57
278,airplane,0.59
279,None,0.0
280,None,0.0
281,None,0.0
282,kite,0.52
283,kite,0.51
284,None,0.0
285,kite,0.51
286,None,0.0
287,None,0.0
288,None,0.0
289,None,0.0
290,airplane,0.5
291,airplane,0.54
292,airplane,0.56
293,airplane,0.55
294,airplane,0.57
295,airplane,0.52
296,car,0.52
297,None,0.0
298,car,0.6
299,car,0.53
300,airplane,0.55
301,car,0.56
302,car,0.58
303,traffic light,0.54
304,traffic light,0.62
305,None,0.0
306,None,0.0
307,None,0.0
308,airplane,0.54
309,car,0.52
310,None,0.0
311,None,0.0
312,None,0.0
313,None,0.0
314,None,0.0
315,None,0.0
316,None,0.0
317,None,0.0
318,None,0.0
319,None,0.0
320,None,0.0
