,category,score
41,tv,0.57
42,tv,0.51
44,tv,0.57
46,tv,0.52
47,tv,0.58
48,tv,0.58
51,tv,0.52
52,tv,0.52
54,tv,0.51
69,tv,0.5
70,tv,0.59
71,tv,0.54
74,tv,0.54
77,tv,0.55
81,tv,0.53
82,tv,0.53
84,tv,0.52
93,tv,0.52
95,traffic light,0.56
97,airplane,0.58
137,airplane,0.53
141,traffic light,0.51
153,tv,0.51
158,tv,0.55
159,tv,0.53
161,tv,0.55
162,tv,0.58
166,tv,0.55
167,tv,0.58
170,tv,0.59
181,tv,0.51
189,tv,0.52
192,tv,0.54
193,tv,0.54
195,tv,0.6
196,tv,0.6
199,tv,0.53
206,tv,0.5
208,tv,0.52
211,tv,0.53
245,tv,0.51
246,tv,0.5
249,tv,0.5
258,tv,0.51
262,tv,0.56
266,tv,0.6
270,tv,0.51
274,tv,0.57
275,tv,0.55
279,tv,0.53
283,tv,0.52
286,tv,0.51
290,tv,0.58
291,tv,0.5
293,tv,0.56
296,tv,0.61
298,tv,0.52
302,tv,0.55
311,traffic light,0.52
313,airplane,0.54
343,airplane,0.55
344,airplane,0.57
356,traffic light,0.51
362,tv,0.54
363,tv,0.54
368,tv,0.57
371,tv,0.5
372,tv,0.6
376,tv,0.51
380,tv,0.59
381,tv,0.58
382,tv,0.52
384,tv,0.54
386,tv,0.56
388,tv,0.53
392,tv,0.5
396,tv,0.52
399,tv,0.53
400,tv,0.56
403,tv,0.51
406,tv,0.62
408,tv,0.53
409,tv,0.55
