,category,score
28,person,0.53
29,person,0.56
30,person,0.73
31,person,0.71
32,person,0.63
33,person,0.77
34,person,0.8
35,person,0.65
36,person,0.71
37,person,0.77
38,person,0.69
39,person,0.58
40,person,0.77
41,person,0.77
42,person,0.66
43,person,0.62
44,person,0.71
45,person,0.73
46,person,0.66
47,person,0.68
48,person,0.78
49,person,0.71
50,person,0.61
51,person,0.76
52,person,0.75
53,person,0.67
54,person,0.68
55,person,0.78
56,person,0.76
57,person,0.66
58,person,0.65
59,person,0.76
60,person,0.74
61,person,0.66
62,person,0.66
63,person,0.77
64,person,0.69
65,person,0.64
66,person,0.67
67,person,0.74
68,person,0.66
69,person,0.63
70,person,0.76
71,person,0.75
72,person,0.67
73,person,0.69
74,person,0.76
75,person,0.7
76,person,0.65
77,person,0.77
78,person,0.75
79,person,0.62
80,person,0.7
81,person,0.74
82,person,0.64
83,person,0.71
84,person,0.78
85,person,0.6
86,person,0.69
87,person,0.76
88,person,0.75
89,person,0.66
90,person,0.76
91,person,0.69
92,person,0.59
93,person,0.51
121,person,0.53
122,person,0.55
123,person,0.58
124,person,0.68
125,person,0.76
126,person,0.69
127,person,0.63
128,person,0.71
129,person,0.74
130,person,0.68
131,person,0.71
132,person,0.76
133,person,0.71
134,person,0.56
135,person,0.72
136,person,0.79
137,person,0.71
138,person,0.65
139,person,0.72
140,person,0.78
141,person,0.71
142,person,0.64
143,person,0.74
144,person,0.77
145,person,0.67
146,person,0.66
147,person,0.76
148,person,0.77
149,person,0.62
150,person,0.66
151,person,0.75
152,person,0.77
153,person,0.66
154,person,0.65
155,person,0.7
156,person,0.77
157,person,0.67
158,person,0.7
159,person,0.75
160,person,0.74
161,person,0.63
162,person,0.69
163,person,0.78
164,person,0.65
165,person,0.67
166,person,0.74
167,person,0.75
168,person,0.62
169,person,0.69
170,person,0.78
171,person,0.65
172,person,0.67
173,person,0.74
174,person,0.68
175,person,0.65
176,person,0.73
177,person,0.7
178,person,0.65
179,person,0.79
180,person,0.78
181,person,0.65
182,person,0.78
183,person,0.68
184,person,0.71
185,person,0.74
186,person,0.67
187,person,0.59
244,person,0.56
245,person,0.57
246,person,0.72
247,person,0.73
248,person,0.71
249,person,0.6
250,person,0.78
251,person,0.72
252,person,0.65
253,person,0.67
254,person,0.76
255,person,0.71
256,person,0.63
257,person,0.67
258,person,0.75
259,person,0.75
260,person,0.62
261,person,0.7
262,person,0.75
263,person,0.7
264,person,0.64
265,person,0.71
266,person,0.77
267,person,0.72
268,person,0.68
269,person,0.65
270,person,0.77
271,person,0.73
272,person,0.68
273,person,0.67
274,person,0.75
275,person,0.75
276,person,0.65
277,person,0.72
278,person,0.77
279,person,0.66
280,person,0.63
281,person,0.73
282,person,0.76
283,person,0.65
284,person,0.63
285,person,0.76
286,person,0.74
287,person,0.64
288,person,0.74
289,person,0.76
290,person,0.66
291,person,0.67
292,person,0.76
293,person,0.68
294,person,0.64
295,person,0.72
296,person,0.73
297,person,0.63
298,person,0.7
299,person,0.76
300,person,0.67
301,person,0.67
302,person,0.76
303,person,0.62
304,person,0.76
305,person,0.76
306,person,0.62
307,person,0.73
308,person,0.73
309,person,0.63
310,person,0.52
311,person,0.52
339,person,0.53
340,person,0.53
341,person,0.63
342,person,0.68
343,person,0.73
344,person,0.65
345,person,0.68
346,person,0.77
347,person,0.74
348,person,0.62
349,person,0.73
350,person,0.76
351,person,0.68
352,person,0.63
353,person,0.73
354,person,0.77
355,person,0.7
356,person,0.64
357,person,0.67
358,person,0.78
359,person,0.72
360,person,0.64
361,person,0.71
362,person,0.76
363,person,0.72
364,person,0.63
365,person,0.66
366,person,0.77
367,person,0.72
368,person,0.63
369,person,0.67
370,person,0.77
371,person,0.74
372,person,0.65
373,person,0.67
374,person,0.72
375,person,0.72
376,person,0.63
377,person,0.66
378,person,0.76
379,person,0.75
380,person,0.64
381,person,0.67
382,person,0.77
383,person,0.67
384,person,0.67
385,person,0.73
386,person,0.69
387,person,0.63
388,person,0.72
389,person,0.76
390,person,0.63
391,person,0.66
392,person,0.77
393,person,0.66
394,person,0.64
395,person,0.78
396,person,0.65
397,person,0.71
398,person,0.78
399,person,0.65
400,person,0.73
401,person,0.69
402,person,0.62
403,person,0.74
404,person,0.65
405,person,0.52
