,category,score
11,bench,0.74
12,chair,0.52
13,chair,0.96
14,chair,0.97
15,chair,0.96
16,chair,0.99
17,chair,0.99
18,chair,0.99
19,chair,1.0
20,chair,0.99
21,chair,0.99
22,chair,0.99
23,chair,0.99
24,chair,0.99
25,chair,0.99
26,chair,0.99
27,chair,0.99
28,chair,0.98
29,chair,0.95
30,chair,0.98
31,chair,0.99
32,chair,0.99
33,chair,0.97
34,chair,0.98
35,chair,0.93
36,chair,0.97
37,chair,0.87
38,chair,0.71
39,bench,0.56
40,bench,0.95
54,bench,0.71
55,chair,0.59
56,chair,0.68
57,bench,0.58
58,chair,0.79
59,bench,0.53
60,chair,0.96
61,chair,0.96
62,chair,0.97
63,chair,0.98
64,chair,0.95
65,chair,0.97
66,chair,0.99
67,chair,0.97
68,chair,0.98
69,chair,0.98
70,chair,0.99
71,chair,1.0
72,chair,0.99
73,chair,0.98
74,chair,0.99
75,chair,0.96
76,chair,0.97
77,chair,0.99
78,chair,0.99
79,chair,0.99
80,chair,0.99
81,chair,0.99
82,chair,0.95
83,bench,0.67
84,chair,0.66
85,chair,0.76
106,chair,0.67
107,bench,0.93
108,chair,0.95
109,chair,0.95
110,chair,0.97
111,chair,0.99
112,chair,1.0
113,chair,1.0
114,chair,0.97
115,chair,1.0
116,chair,0.98
117,chair,0.97
118,chair,0.99
119,chair,1.0
120,chair,0.99
121,chair,0.99
122,chair,0.99
123,chair,0.98
124,chair,0.97
125,chair,0.99
126,chair,0.98
127,chair,0.98
128,chair,0.98
129,chair,0.94
130,chair,0.95
131,chair,0.97
132,chair,0.81
133,bench,0.88
146,bench,0.91
147,bench,0.89
148,chair,0.73
149,chair,0.95
150,chair,0.84
151,chair,0.97
152,chair,0.97
153,chair,0.98
154,chair,0.99
155,chair,0.98
156,chair,0.92
157,chair,0.98
158,chair,0.95
159,chair,0.89
160,chair,1.0
161,chair,0.99
162,chair,0.99
163,chair,0.99
164,chair,0.99
165,chair,0.99
166,chair,0.99
167,chair,0.97
168,chair,0.99
169,chair,1.0
170,chair,0.98
171,chair,0.98
172,chair,0.96
173,bench,0.91
174,bench,0.61
175,chair,0.54
