,category,score
2,car,0.73
3,car,0.98
4,car,0.97
5,car,0.97
6,car,0.96
7,car,0.97
8,car,0.97
9,car,0.93
10,car,0.87
11,car,0.79
12,suitcase,0.56
17,suitcase,0.73
18,suitcase,0.78
20,suitcase,0.7
21,suitcase,0.59
22,suitcase,0.57
23,car,0.53
27,suitcase,0.76
28,car,0.61
29,car,0.89
30,car,0.92
31,car,0.85
32,car,0.78
33,car,0.69
34,car,0.7
36,car,0.63
52,aeroplane,0.58
53,car,0.93
55,car,0.56
56,car,0.83
58,car,0.71
59,car,0.91
60,car,0.91
61,car,0.95
62,car,0.89
63,suitcase,0.7
64,car,0.62
68,car,0.57
70,suitcase,0.65
71,suitcase,0.58
72,suitcase,0.53
73,suitcase,0.61
74,suitcase,0.76
75,suitcase,0.52
78,suitcase,0.73
79,car,0.75
80,car,0.94
81,car,0.91
82,car,0.95
83,car,0.95
84,car,0.99
85,car,0.99
86,car,0.98
87,car,0.98
88,car,0.98
89,car,0.96
90,car,0.95
91,car,0.97
92,car,0.94
93,car,0.92
94,car,0.8
95,car,0.74
96,car,0.52
97,suitcase,0.63
101,suitcase,0.58
102,suitcase,0.75
103,suitcase,0.59
105,suitcase,0.68
106,suitcase,0.67
108,suitcase,0.86
109,car,0.51
113,car,0.85
114,car,0.91
115,car,0.78
116,car,0.7
117,car,0.69
119,car,0.72
134,aeroplane,0.69
135,car,0.59
136,car,0.75
139,car,0.67
140,car,0.66
141,car,0.81
142,car,0.86
143,car,0.92
144,car,0.9
145,car,0.82
146,car,0.82
147,suitcase,0.67
149,suitcase,0.62
152,car,0.58
154,suitcase,0.67
155,suitcase,0.86
156,suitcase,0.76
157,suitcase,0.52
159,suitcase,0.52
161,suitcase,0.51
162,car,0.85
163,car,0.96
164,car,0.94
