,car,bus,person,chair,suitcase,monitor
m6_0,0.9022875816993463,0.7846511627906977,0.9513114754098358,0.5825,0.6495999999999998,0.0
m4_0,0.954193548387097,0.9333544303797469,0.9489344262295083,0.7119672131147541,0.0,0.0
4_0,0.9797109826589596,0.877983870967742,0.9792241379310345,0.9444859813084113,0.0,0.0
6_0,0.9861146496815286,0.7559999999999999,0.9919166666666668,0.8891818181818182,0.0,0.0
0_6,0.9290769230769231,0.0,0.9945378151260503,0.9195238095238095,0.6375,0.0
0_4,0.8254411764705881,0.0,0.9708870967741936,0.806,0.0,0.0
0_m4,0.9281060606060606,0.0,0.9886290322580645,0.7030487804878047,0.5959090909090908,0.0
0_m6,0.9477235772357724,0.0,0.9959663865546218,0.8676190476190477,0.6523529411764706,0.0
